name,start,title,review
Vishal B. Jadhav,1.0 out of 5 stars,Returned defective item been resent to us!!,"1.Box was without plastic packaging, already opened2.Item had previous customers bill who had returned the watch3.Item is not connecting to any smartphones4.item isn't as per displayed in images, the UI is very basic and not as shown in images5. Touch isn't responsive many a times.Have asked for replacement as no option of refund available 🙃"
MTAssad,4.0 out of 5 stars,10 days Battery is a bluff but as per price it OKAY,"Awesome product in this price value, I got it in deal, the battery back up is just for 4 days, 10 days is a bluff, but even 4 days justify the usage, and with the new update we can change the watch face as well😎App crashes many times, Bluetooth didn't work properly, even you pick the call, the watch will keep on vibrating and if you disconnect the call get disconnectedOver all if you want a first hand smart watch experience go for it"
Vijay,3.0 out of 5 stars,Support from NOISE staff is really good,"Updated after using 3 months:Firs review was 1/5: Battery is super bad, it is just exhausting in 9 hours.Nothing to write in detail, when it comes to battery life.. which is way too short comparatively.Update : Support team called me after I have reviewed here, they first tried to troubleshoot on call support after few attempt they picked the item from my home and changed/replaced the dial and returned me after 10-15 days, since then watch battery is nice asit goes approx 20-25 days without reguar connection to phone.Dial is small compare to screen ratio watch faces are very less, customization also have very less scope."
SaCH07,1.0 out of 5 stars,Worst product in the market of wearbles I must say!,This watch is totally a delicate one it's not upto the mark of the quality very cheap .About notification only limited notification can be displayed I would suggest not to buy the product even the customer care is for name sake..they are not replying neither we can return this product..! Strictly Don't buy it go for MI they are tuf and upto mark as there price are!
Sandesh,4.0 out of 5 stars,Very good battery life,"After using it for one week I can give this product a 4.5 stars for accuracy and durability.It counts exact steps, heart rate n blood oxygen.Sports mode is also a good for athletes this who wants to measure their goal quantitatively.Connctvity to Mobile is bit weak n get disconnected very easily hence msging n call alearts may miss.But since I hv bought it to track my physical activity it works better on that front hence desearves a good rating so 4.5"
ADESH ASHOKKUMAR SATHAVARA,1.0 out of 5 stars,Don't buy this product!!,"Don't buy this product!!I used it for 4 days down, the product automatically gets disconnected and they you will have to uninstall the Noise app which is essential to use this watch then reinstall, after reinstalling it doesn't allow you to connect to the smart watch this happens continuously, i tried turning off the watch and doing the entire process again but all in vain.... Absolute dissatisfaction"
Jui Shah,1.0 out of 5 stars,Steps and calories are counting while traveling in car / bus.,"I purchased this item and travelled within 3 days from purchase. I have set it up all. But when I was travelling in car, my step count was increased.. That's not convinced!!!. Also, based on steps increased even I haven't burnt my calories, that shows you reached your daily goal for calorie burn..🤣😒🤦‍♀️"
Abhijeet Singh,1.0 out of 5 stars,Nit worth with all the troubles to trouble shoot as end user,Gets disconnected from the app time and again and u need to reinstall the app. They do not have a stable app. Which is too irritating and time consuming
Sunil Suryawanshi,1.0 out of 5 stars,"PLEASE DON'T BUY DIS PRODUCT, Its useless","It doesn't have oxymeter to check oxygen nor it checks you Blood pressure also i doesn't show you notifications about anything like WhatsApp, WeChat etc...although it lacks many features i don't get it y it is priced at Rs 3000..USELESS product...the biggest things is Noise didn't even keep refund policy on this trash product, you can only replace it...the only best thing abt dis product is its build quality...bt it is also of no use because we need features rather than show off bullshit watch by Noise"
Kumar kartikey,4.0 out of 5 stars,Not expected,"The watch is pretty gud but... according to me 2500 rupess is not the right amount for it.It must be less then 1800 coz of the product battery backup is nice, tracking is also accurate but problem is that it seems that it would not be with uh for much tym..as I can't explain in my words but it would not be for more than 6 months I think... Weight is very light nd I loved it❤️ just 30-60 grms. Also, here music control is given but it is not working still after many tryzz . Also I think the noice company is careless about selling it's product online coz I didn't received total things in the box marked. Watchface are less but you can set ur own photo or can dwnld photo from Google or anywhere and make ur Watchface nd I liked it❤️After all, I rated 3 out of 5 nd my suggestion is you must skip for realme,mi or huwaie..I'm not promoting 😅 but they are brand so, u must go for it..."
Abhiram K H,1.0 out of 5 stars,It's waste of money.,"In my case the Bluetooth tethering never happens.Also the product is very lagging.I've replaced it once & tried again but it's the same story again.After all it's only noise(only cheap & heaps of marketing & boasting) by the brand about being number one in India.I think better go for chinese products.Anyway initiated refund, I will let you all know whether I get my money back or not.Also one more thing, I tried to review the product in Google Play(noisefit) app.but turns out, they've removed that app from playstore.some other apps of noise is available."
Moomin Shah (CA),3.0 out of 5 stars,Overall a Good Watch 👍,"If you are looking for an average smartwatch then noise colourfit Pro 2 is a good option . You get a lots of option like heart rate monitoring which is not that accurate and upto the expectations but not at all bad in the price you pay for watch , 24*7 activity tracking via dedicated app is a plus here but then come on not a fancy at all , sports mode check , fitness tracking check , sleep monitoring check , screen is a little less touch sensitive which is a minus , i have used the watch for more than two months now and yes all i can write is a good watch , battery life is 👍 , like i literally go like a week on full charge with a heavy usage , so yes a good watch in overall . Is overpriced 👎"
Rahul,2.0 out of 5 stars,Bad product 😡😡😡😡,screen size too small no extra watch faces and also plastic body lookwise is not good ... Bad product ..
KESHAV SHARMA,5.0 out of 5 stars,Very Beautiful and Intelligent Watch,"Genuine Review of Noise Colorfit pro 2,Really very Good smartwatch, All functions working well....I genuinely used it day and night with all functions and it gives me 9 day battery backup with 7%remaining battery 👍...May be it run on 10 day too. very impressive.Looks and Quality also tremendous......The only I help from Noise is please open your service center in Jammu J&K and provide some watch case and tempered Glass to protect Watch.And last but not least AMAZON IS NO.1.Thanks and RegardsKeshav Sharma"
Sumeet MB,1.0 out of 5 stars,Not a bit watch,"This product looks good. Call alert and notification is not working for me.Hopeless sleep tracking,I am using Mi 4 also. It is betlst in its accuracy.Customer service of noise fit keep suggeting us to reinstall their app for better functioning.Hopeless service and product"
Anand Kumar,4.0 out of 5 stars,Watch very good but noise app not good because too much bug in this,After using 10 to 15 day Noise Watch is very good but most problem is no connectivity in applications some time connect after same time deconnect in noise app it's too much bugBattery capacity is very poor after Full charging maxmi backup 48h is very bad battery capacity in this watch and other things is good 🙂
puran,1.0 out of 5 stars,Just don't call it smartwatch,"Sleep tracking and activities tracking is worst in the watch. It doesn't sense approximately time when you got sleep and when you woke up. When you start activity and stop once you complete, it doesn't show your completed activity and shows there no activity record for you.Though I got it at 1999 INR but I'm going to throw it away as it doesn't fulfil my purpose of purchase.If anyone can suggest any other fitness band or smartwatch that have good sleep monitoring. I was using MI4 and that was really good. It got damaged 😭"
KUNAL,5.0 out of 5 stars,Decent Fitness tracker,"I have been using this for fast few months, and found it pretty decent in tracking. One of the best in this price point. It has almost everything except SPo2 and GPS tracker, which i think would boost the price. Watch is light, display carries nearly all tracking details on the dial(For this you have to choose the proper watch face), not so bulky not so tiny, kind of average size and fit. Pretty pocket friendly decent watch."
Varun M.,2.0 out of 5 stars,Unreliable and not worth the money,"It's hardly been a week or two since I bought the watch, and yet, it doesn't sync well with the mobile app, and it needs to be restarted and troubleshooted with various methods to make it work every now and then. And, this reflects on various features like the movement sensors to display the time without manually touching the watch, or even for the message and alert notifications that is activated to be displayed on the watch. Even syncing the watch with music also disconnects and needs to be reset or connect every other day to make it work. Irrespective of all these, Noise make sures that they push all the ads about their brand as fixed notification, and that sucks. Overall, very poor from a well established brand like Noise."
Rushith,5.0 out of 5 stars,Quality and functions.,"I was using Colorfut Pro 2 earlier.But after that when I started using Pulse, beleive me I can't imagine of having this type of quality and functions you would get in this range.I can use multiple watch face. The sports mode is also being lengthened (more features). The appearance is also awesome. Its just a Dhamaka and Paisa wasool package.Battery Life 🔋 is also durable."
Amazon Customer,5.0 out of 5 stars,Noise colorfit pro 2 review,"I bought this watch a few months back. It is working perfectly and I have no problems with this. It's touch screen, sleep tracking, sports, alarm, etc are awesome. In many reviews I saw that they say that it is not working properly and blah blah..... Please do not agree with them. This is an awesome product. You should definitely buy this. Thanks to Amazon also that it delivered the proxy on the same day of ordering."
Rahul K,3.0 out of 5 stars,its okay for 3199,"bought it for 3199. the noisefit app takes up a minute to connect to the watch, quite irritating. also the app is in developing stage so we will have to be patient with it might take some months. the steps tracking is accurate for long haul walks and runs with out even taking your phone you can if you want to have very accurate data but without phone too works almost the same. for bike ride and workout mode or pretty much any other mode it sucks. sleep tracking is the worst so i use my mi hrx band for it. touch interface is a bit lagging sometimes. battery life is good as i don't use it that extensively. music play back and all other features works ONLY when you properly connect it via app just turning on the bluetooth won't work. i was able to see the display in bright sunlight too on medium brightness. overall feel and looks are excellent in 3199 price range."
Chetan Paradkar,2.0 out of 5 stars,Low quality even for the price!,Build quality- okTouch sense - poorMobile App- badData view - badBattery - barely 3 daysMy experience is poor with this watch ...the data representation is poor and the capturing process is bad... Touch screen is really worthless even for the price it quotes (2k)...Overall a bad experience for me.
Ujjawal Kumar Chorasia,1.0 out of 5 stars,Fake company like who has no customer care services,Painful experience after its purchase as it went out of order just a week after its delivery to me and since then I have been facing such bad experience that company behaviour for committed customer service is just a formality where no one is to attend grievances for its resolution even after being raised several times through its app and e-mail mail. Startling facts came to the fore when I knew its sale is through Amazon as being a joint venture company with apario ( company name of noise fit/ colour fit). So Amazon can not shrugg off its responsibility if any legality arises for being apario ( nose fit) company fake.
SD,1.0 out of 5 stars,Terrible Product,It has a terrible compatibility with the app. After 2 days of configuration it's stops syncing. Not worth it at all. Other than using it as a pedometer and movement reminder nothing else works cause it doesn't sync even after multiple attempts.
Abhishek Gupta,1.0 out of 5 stars,All noise no substance... Fit for garbage,"Feedback after one month use-Pathetic watch. Takes ages to connect to phone, data disappears suddenly and resets itself.If you follow all instructions to keep their app running in background, it eats up your phone battery at an alarming speed.Multiple times my step count shows as zero but activity tracker shows full duration of activity. Looks like I walked for 45 mins without taking a step.Horrible experience. Don't buy."
Ayaz Pathan,1.0 out of 5 stars,Worst product,"Guys this is A very genuine review, had gifted this product to my brother, but with in a week he observed one Black spot in the rightside of the display, company is claiming that product is water proof but i can say that this is a false claiming.Don't buy this product...Quality is also not that much good..."
Srinidhi,1.0 out of 5 stars,Worst product,It's patheticIt looks very cheap.My wrong for whatever the price could not expect anything moreDon't go by the photo it is very small compared to the photo looks like a kids watch
Balabi Nancy,3.0 out of 5 stars,Please go for little higher budget,"Watch is nice look for the budget amount. Only 8 watch faces available. You won't be able to find anyface on web also. Sleep cycle not working at all.. Screen is small compare to watch actual head. All other sensor working is some what ok.. There is no call taking option, only call end option available. If you really want a nice functional smart watch, then save little more and go for 5000 range.."
Satya Ganesh Babu Gajjarapu,3.0 out of 5 stars,Less Feature watch,"No spo2, oxygen levels can't be read. Only watch with time display, sleep monitor, distance measure walking and music control on this. Only call reject, no option to take call, or make silent or Mute. I advise to go for advanced ones even spending another Rs.1000 or so."
Sayantan Pathak,2.0 out of 5 stars,Not value for money.,Battery backup is good but the heart rate monitor is highly inaccurate. The looks are quite good. The display does not respond 2/8 times on touch.
Naresh thakur,1.0 out of 5 stars,Worst,Not satisfied with noise product as much they have written about product.Battery life is not more than two days as they have written it works for 10 days. Slow charging too.Wallpapers not working properly change automatically.Sometimes touch not working.Smart notification are not working properly.Seems like old or used product delivered.Very bad product.
Ankit mishra,1.0 out of 5 stars,Don't buy,Screen itni choti hy ki kuch dikhega hi nii 😂😂 Request hy mat lena aur built quality kafi low hyy 😔😔
Pooja,3.0 out of 5 stars,Skin rash after using,"This is ok product. I got skin rash after using it continues fir around 10 days. If u have sensitive skin please watch out, it might give you rash. It tracks everything ok, however I highly doubt their calories burning data."
Vaibhav Mache,1.0 out of 5 stars,Worst product,"Very less options which can be called as smartwatch.I later found out that in same price you can buy a watch 6 series smartwatch from flipkart ...which is with all options,Like calling, music player, etc...And top of that you cannot even return this item..."
Victor A.,1.0 out of 5 stars,Third class horrible!,It has been a disgusting purchase. The watch will just not sync rightly. The idle alert won’t ever get updated. The watch face option from their NoiseFit app will just not function.Overall this gets a zero star. Worst purchase ever!
Amazon Customer,1.0 out of 5 stars,Useless,Useless productOrdered on 11 August 2021. Received on time on 16th. But it switched off while it was still showing 80% battery. So I put it on charge for 2hrs. Still not switching on. Noise is not accepting complaint registering request and couldnt able to claim warranty.
Be Unique,2.0 out of 5 stars,Disappointed with return and replace service.,I saw it was a big dial and not looking good in black so wanted to return but they don't have such option. They can just replace it with same one. Helpless iam. I added a comment while replacing to atleast change the color but they r sending the same one.
Nitish Parab,2.0 out of 5 stars,Unpairing Issue,The watch keeps getting unpaired every other day and I end up losing all data thanks to that. It's frankly very irritating. Also keeps getting disconnected from the watch for some reason and I've to make sure from that happening all the time. What's the point of owning a watch if I have to keep checking my phone to make sure it's functioning properly again and again.
Rachel Nile,1.0 out of 5 stars,Don't buy this product,I had baught this product in 2 months it stopped working and it is not charging. I also palced a complaint but there not revert from the noise team. I have mailed so many time they don't reply to any of it. Worst customer service. Worst products. Very bad experience. I request not to buy this product it is waste of money
Vineeth Komanpally,4.0 out of 5 stars,"Review after 6 Months, Good and need improvements.","Vibrative Alarm( setting through phone but not directly), Physical fitness tracker (Running, Walking, Cycling etc), Herat rate, Music and Voice call Control (can be declined but not answered), Accurate Time, Breathing exercise, Timer and Stopwatch, Easly connected to phone but phone battery drains, Watch charge lasting for more than week."
PRASHANTVC,1.0 out of 5 stars,The watch looks good but cant function properly.,The media could not be loaded.  The product looks good. But cant sync the watch faces. I have raised two complaints which were closed out without resoling my complaints. They said that i cant raise duplicate cplaints but never provided any solution. Trust me guyes dont buy any watch from noise. I have bought two. But of worst quality.
Sathishkumar,1.0 out of 5 stars,Don't waste your money...,I ordered the product with a lot of expectations.The first display quality is not good what I expected.The touch is very slow does not even respond most of the time.Vibrator its very slow is not so good like Mi Band.Some connecting problems to the phone.The product automatically gets disconnected sometimes.The most important note color fit 2 with the app not able on/off the email notification10 days battery is not a true maximum of 4 to 5 days.Mostly taking more time while syncing with a watch to app.
CJ,3.0 out of 5 stars,Decent device...but not for IOS users !!,"Negatives:1. The NoiseFit IOS app is very slow and sluggish.2. The monthly step, sleep data is not captured at all.3. There are no proper updates for IOS app.4. The sleep tracker is not working after a app update and the support team is very slow to resolve the issue as I am still struggling to get the issue fixed - it’s been 3 weeks.Positives :1. The device is very light and easy to wear.2. The step tracking and heart rate is accurate3. Battery life comes close to 8-10 days with 24*7 heart rate and wrist sense on.4. The touch response and overall quality is good for the price."
Rakesh,2.0 out of 5 stars,Worst app by Noise,"Watch is good but the app which it requires is one useless junk. It keeps resetting the data and the old data for that particular day is erased. There is no value less than 1 so giving 1 star.Watch has good features and functionality, we can get some approximate values about our BP, O2 level and different sports modes are available.Noise should definitely work in fixing the app as because of this app complete data is getting erased and you are forced to start from 0."
Srikanth,2.0 out of 5 stars,Not so worthy,Sleep tracking is not very accurate. Once I get up for 5 mins and sleep again.. it wouldn't track. The step counter is also completely wrong. Doesn't track the steps properly. The touch is good but overall not a worthy product
Omkar,4.0 out of 5 stars,Good fitness smart watch but could be best,"Quiet good smart watch in this price range. Sleep tracking is quiet good, it's not 100% accurate but 95% accurate. It tracks only night sleep, It should track day sleep as well. Display, Touch, HR & Spo2 measurement is quiet good. One major missing thing is no of sports modes, 8 sports modes are very less. There should have been at least 15-20 sports modes in the pulse. Few major sports modes like gym, swimming are missing."
Rohan Bansal,1.0 out of 5 stars,Average product..,"Product looks and feel good on hand..Now coming to usage.. app is way to slow, data sync doesnt work at times.. it gets reset on its own, data gets erased...Faced multiple issues while using it...Watch restarts, when heartbeat iption is clecked.Watch faces are way too boring..While on selective faces. Watch goes blank.. need a restart to get back to menu.."
Avdhoot Bagwe,5.0 out of 5 stars,Over all watch is too good,Overall watch looks good.Almost all Features are good for real time tracking.I had done its water resistant test in pool amd it found absolutely good.Only one major disadvantage of this watch is its battery life is not enough (just 3 days support) hence i need to charge it many times.
Anup,1.0 out of 5 stars,Don't buy this at any Cost,Total money waste product.Don't take it if anyone gives it free.There is nothing saved in app if you unpaire everything will reset.After using for a month I can't get any call notifications.Aslo it is very irritating when you get continuous notification of call even if you answered it and more on after call end your watch will ring continuously for several times .I'm done with this watch . I'll never buy aur suggest anyone to use Noise products.It feels like I'm using 200 rupees watch buyed at road side.🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
DR.SHEEMA,3.0 out of 5 stars,No accurate step count,"I like the bult and look of noise colorfit pluse, perfect unisex watch.Worst part:1. Basic step counter itself is huge flop, it even runs while you are on bike or bus. Major draw back.2. Inaccurate calories counter and heart monitorThings that could have been better:1. It could have included few more sports modes.2. Options could have been made much simple"
Ashish,1.0 out of 5 stars,"Bakwas, Don’t waste your money","This is bakwas product.Even default watchface been advertised is not available. Rest watch faces are aldo not good.Health quality apps (heart rate, spo2) shows some random reading which you cannot rely.In short I wasted money on buying this garbage"
Gagan Bedi ,5.0 out of 5 stars,Nice product only accuracy issue.,Smart watch is good but little bit issue of accuracy of counting steps is there and heart rate also have some issue it's also not accurate.Else the product is good.
Jothsna,4.0 out of 5 stars,Good one with best customer care.,I got the product and after using it once it got switched off and I wasn’t able to turn it on inspite of multiple attempts. Luckily I registered the warranty of this watch before and I could contact the customer care. They were so helpful. They kept me updated with the product repair and shipping as well. Got the repaired product without any hassle.
Parvinder Singh Dalal,1.0 out of 5 stars,Worst Product with no return policy,It is not at all touchscreen..we can't set the time....no option for returning back to the icons....we can't pick or dial any call using this....not at all worth...won't recommend anyone to purchase this useless watch...
Danish,2.0 out of 5 stars,Noise Fake Watch,"Not Good at all. This is Idiot watch. It is not Fake but It cannot measure my Heart Rate and Sleep Track at all. I slept for about 9 hours but it showed 4 1/2 Hours... Also when I was sitting And watching Twitch, I just did a test and tested my Heart Rate. For a minute it showed my 62 and then 136...Don’t buy this.. You may be thinking that this will be returned...NO..It doesn’t even Return..Do not buy"
Ritesh Pingle,4.0 out of 5 stars,Best smart watch but mobile app sucks.,"Pros:-best build quality.-removable starps.-tracking is perfect.-plenty of watchfaces.-touch screen is smooth.Cons:-small screen size.-app connectivity is sukcs. Go noise fit app sucks when it comes to UI and UX.-connectivity issues, sometimes connecting to Bluetooth is failed and it takes too much ti.e to connect with app."
Ashok,1.0 out of 5 stars,Wants to return and order someother good one.,"More than the product, the options in returning the watch or replacement request is too hoorible. Just a basic watch at the high cost. Even it is not worth to (2999/-) thats why i am telling.. waste of money. Please don't get cheated by buying it"
UR Gadgets ,3.0 out of 5 stars,Teenager's watch,Good for the price and amount of money you are spending. A teenager would love this watch.Look and feel of the watch is good.The display is small. It's almost 60 to 70 percent of the total watch face or dial.Call notification works well you can see the name on the display it gives you a option to reject the call if you want.Touch is not as sensitive and responsive as you use in the mobile or a tab.Music control is a good feature and works well.Other features works well like Steps. Heart beat. Sleep quality but is subject to calibration buts keeps a record of them in your noisefit app.
SATISH GIRI,1.0 out of 5 stars,Worse Product Total Loss of Money,Worse Product Even cannot be used for 2 Day software problem it was very embaarasing for me As I have gifted to my Senior Manager on His Birthday...Even I have applied for replacement but deu to medical emergency I asked the courier partner to Wait for someday but they refused my request and I lost my full Money Value buying this product....Not expected by Amazon
Raza,3.0 out of 5 stars,Good for beginners ..product need more accuracy,"ProsA very good buid and designLots of option in sports modeBattery life is excellent, runs for about 10 days with full brightness on.ConsIncorrect steps trackingLimited facesHeart beats measurements is also not trust worthySports mode screen goes blank sometimes."
Vishnu p.,1.0 out of 5 stars,Bad experience Battery problem,The media could not be loaded.  After 2 weeks it's completely shutdown. Battery problems facing right now. After charging battery drain very faster.Only 2 to 3 weeks I used suddenly it's happened. Here in Kerala there is no service center is showing. I don't know how many days and time will take this to find a solution. I need a replacement for this product.
SOUVIK DEB,4.0 out of 5 stars,Issue with App,The product is good. But the issue is with the app.It doesn't get connected easily and even though it connects the data does not get backed up.This has happened multiple times I lost my data. Still for this week my complete data is not backed up. The watch shows a different step count and the app shows another.
Yogesh,1.0 out of 5 stars,Notification doesnt work in all andriod phone. Stop fake information,Notification doesnt work like whats app . Instagram . Email . I ordered watch i got it later it doesnt work in my phone vivo v5s . It work in real me phone i returned it again i order same item i check still it doesnt work i check with redmi phone it doesnt work . My phone is vivo v5s 4gb ram . 64gb storage. Bluetooth version 4 . So stop give fake information it work in all andriod phone.
Rawel Singh,1.0 out of 5 stars,Money Wasted,"My only requirement was to keep track of distance I walk/run/cycle, but the readings this watch shows are inaccurate. Also it does not show the distance for cycling and will only tell you for how much time you did cycling. The mobile app does not get properly synced with the smartwatch, many of my activities do not get recorded in the app."
Srikant,3.0 out of 5 stars,Worst choice Noise Color Fit Pro2,"After 7 months I writting my review about the watch as below:-1. Display and style is very good, it really win my heart2. Step counting completely wrong. Waste of money. Don't buy3. Calories burn completely wrong. Waste of money. Don't buy.I have tried reset the settings in app in intial days just to reconfirm, I might have entered wrong input but after using it for 6 months now, I only use it as a basic watch in my hand."
cromwell.crusier,4.0 out of 5 stars,Go for it!!,"Well, I ordered this smart watch on 1st Jan 20 and within 2 days the order was delivered at my home.Item was well packed with invoice and sealed.Looks wise gonoise color fit pro 2 is outstanding and feels premium. The watch strap is also very durable and strong yet flexible.As for the performance.. this watch performs good although there is some variations in step counts and heart monitor but it's okay with this price.You have to install Noisefit sport app to sync your smart phone with watch.Although, I'm having this issue of watch and smart phone syncing. Every time when I disconnect the watch and try to connect it with my one plus phone it doesn't get connected to it automatically. For it I've to unbind and bind the watch again with my phone.Overall, this watch performs good at this price range. So go for it and don't forget to register it on gonoise website for warranty."
REJEESH,2.0 out of 5 stars,Cons rule!,"Lots of issues to be addressed.1. Disconnection often2. Call notification doesn't disappear even when we attend the call. Keeps on vibrating. Annoying.3. Only 5 watch faces and an option to take a pic and set as the watch face. No download option or app update to get more watch faces.4. Touch panel is not so responsive. Has to tap really hard to make it sense the input.5. Had tried to contact the manufacturer ro get the issued fixed multiple times but in vain.6. Noisefit app is also below par.***Pros:1. Battery back up.2. Light weight.3.LooksBut, all these doesn't matter if it's not doing what it is supposed to..!!!"
Pratiksha,1.0 out of 5 stars,Don’t buy this product at any cost and from Amazon never!!,"Worst product ever bought. I am really very disappointed with this product, it has connectivity issue, notifications enable options is not applicable. Tried best to turn on msg or other apps notifications, but it’s not working!!!Moreover this, This time even Amazon services are proved to be worst. Connected 10 times to costumer care but no help !!Poor product!! Poor service !! and now poor me !! 😔😔"
Sagheer,2.0 out of 5 stars,Inaccurate and tough to use,"Horrible product. The app sucks and step count is beyond inaccurate. It doesn't count steps when disconnected from the app which happens more frequently than you realize. Amazfit is easy to use, go for it. India should ban noise products. All reviews on this have been misleading."
Anurag Asthana,1.0 out of 5 stars,"Not as per expectation, it is for only counting steps and your heard beats no features.",Not very good experience with this even the back is not as per the what is mentioned on Amozon.in I F this will be the kind of services then it will be not good for the Service provider as may other big Indian companies are come into the play. It will have a good dent in the business of Amazon. Even you guys are ready to take it back.
Manju,1.0 out of 5 stars,"Waste of money, don't buy.","This is just a waste of money, the response is very slow, I wanted to return the product but there is no return option and the product is faulty. It stopped connection to the device and no matter what i do it doesn't connect with the phone. Sleep tracking doesn't work."
RUPASHREE M S,3.0 out of 5 stars,Sports Mode activity selection becomes blank after pairing with iPhone XR,The media could not be loaded.  Sports Mode activity selection becomes blank after pairing with iPhone XR. Before pairing I could click on sports mode icon and select run / walk/yoga etc. After pairing with iPhone I am able to select sports mode activity ONLY from the app. On the watch if I click on the sports mode icon the screen goes blank. So I am unable to select activity walk / yoga etc from the watch.
Rahul,2.0 out of 5 stars,"Advertisement is good, product not worth it","Pairing the device is a big challenge. Within three days i installed the app 10 times.Also the notifications are not happening all times.I was not happy, but Amazon is saying we can only exchange the product. If the customer is not happy, then u should take back the product. Don't insist him to use it once again the same new one.First impression is the best impression"
Premrajsinh Jadeja,4.0 out of 5 stars,Nice Smart Watch from Noise.,"I bought this for my sister and she like this watch so much.* PROS -1. Display is nice.2. Battery Life is good.3. Somehow accurate measurements like sleeping, steps, exercisess, etc.4. Call and message reading features.* CONS -1. Mobile app need some improvement."
Amazon Customer,1.0 out of 5 stars,Pathetic,"Why you guys don't check the product functionality before dispatching it to the customer?? It creates unnecessary friction and leaves everyone in bad taste. This third rated quality no-one will accept. Will you? Would be grateful if you can refund the amount rather than replacing, we would choose from some other Company. Regards Col Goswamy"
Pomtoy Anurag ,1.0 out of 5 stars,Annoying.,"Problem with watch :1) Connectivity is worst. Even after pair, no notification, no synchronization, no alert or sms or alarm or phone call, I tured on all settings.2) Mobile application - worst.3) No easy way to take help from team.Good in watch.1) Tracking is Nice.2) Battery backup is nice.3) Touchscreen is also nice.4) Look is also premium.But over all it don't connect with smartphone.In starting it worked preet good but later it Became worst."
Sujan Choudhary,4.0 out of 5 stars,Overall it's a good product.,It's a good product on this price.Mobile app is good but i gave 4 star because of some time it's disconnected with mobile app.And than you have to connect it again from starting.Baaki aap log isse le sakte hai acche hai or koi issue nhi aaya hai abhi tak.Battery life bhi gazab hai 7 days aram se chalti hai pata bhi nahi chalta hai ki charge bhi karna hi.Main toh bhul bhi jata hu charge karna.
Pawan Kumar,5.0 out of 5 stars,A really good purchase,"I really liked the product. It does everything it advertises. It can track sleep, track number of steps, track calories and basically everything a smartwatch is supposed to do. I would really recommend it to everyone trying to buy something similar."
raghu,4.0 out of 5 stars,Looks very style and class,"The media could not be loaded.  Looks awesome, battery life very good, access soo easy, alerts and notification are too good,, using it from last 6 months,,, and only complaint i have is,, when it ask to update,, then i have to restart my mobile to recognise the device,,, rest all are superb,,, iam happy with the noise and Amazon..."
Shubhranshu Krishna,4.0 out of 5 stars,Classy watch - Under 3K 🥰,"The media could not be loaded.  If you are looking for classy watch with all major features below 3K, just go for it ❤️ No doubt , the watch is super amazing.🔸Look - super good display and wrist band.🔹Wrist sense- Works perfect. You will hardly notice delay.🔸Notifications- Tested all notification and it works fine. Watsapp, Text message, Calls, skype, outlook, gmail, telegram, viber , Facebook, Instagram, messenger 👍🏻🔹Touch sesibility- Very Good. (IPS touchscreen)🔸 Multi sports mode is good.🔹Other feature- Alaram, watch faces with customize featureJust one feature which you may find cons, but its not a big issue. Its just how you carry it.🔴IP68 waterproof- fit enough to withstand dust, dirt and sand, and are resistant to submersion up to a maximum depth of 1.5m underwater for up to thirty minutes.Not advised for beach or pool use. Water or dust damage not covered by warranty.Overall the watch is super good.😊🥰"
R. MANOJ ,3.0 out of 5 stars,Bluetooth not connecting to my mobile,I purchased this product quickly delivered working no damage app to watch connected but Bluetooth not connecting to my mobile and music changing option not working I contacted to amazon team and I speak with them and I return this product
Karthik Sahasranaman,4.0 out of 5 stars,Above average product. Bit overpriced.,"@2999/- , could have added call accepting option as well. Nonetheless, good battery life. Got it on 3rd Sep, 30% battery still available even after regular use as on 15th Sep. Nice customisable screen. Pretty much accurate Heartbeat & SpO2 tracking. Good for active kids and certain section of grown ups."
Vandan Kumbhat,2.0 out of 5 stars,"Bad at tracking pulse, overall experience is bad.","So I have used Honor Band 5 and Mi Band 3 and they are much better at being a fitness band as compared to this ( so called watch ). Doesn't track pulse properly at all, naps are not recorded. The app doesn't realise how to take smart average, if I am not wearing for 2 days of week it counts them in my avg sleep. Touch is bad too. Invest a bit more if you want a fitness watch or buy a band at this range."
Kanika,2.0 out of 5 stars,Useless item,"Firstly in among the 'many' sports modes it doesn't cover gym, aerobics, zumba etc the only thing it covers is yoga. Second n the biggest issue is that the watch keeps disconnecting from the app n u lose ur day's progress n the tech team at noise doesn't know what to do about it so yeah. Don't waste money on this"
Sach,1.0 out of 5 stars,Immature smart watch...Need to develop lot,"I bought it after looking at average ratings...however, lot of issue s with mobile apps... Not user friendly and many of the features not available. Synchronization is time consuming....Will not recommend to buy it..."
Sathish Kumar,1.0 out of 5 stars,Bluetooth connectivity issues occur often in this watch,Watch was working fine for a week and Bluetooth doesnt connected and it disconnects automatically and pairing error occurs even though u try pairing with the QR code ……. This brand should consider fixing bugs in connection with app in smartphone
Richo Vargas,1.0 out of 5 stars,Very bad watch,"The quality is good but it has a big problem, it unpairs at least once a day. So if you trying to reach an specific goal of exercise daily or weekly you won't be able to do it, because when it disconnected you loose every data of the day.So it won't track your progress. So worthless because you buy a watch to storage the progress.They don't accept a refund, they will only give you another watch. Why would I like another useless watch?"
